 RI_ACCESSION 	 GENUS        	 SPECIES      	 ACP          	 ACNO         	 ACCID        	 GEOCTY       	 GEOSTA       	 LAT          	 LON          	 ACELLO       	 LOCALITY     	 PEDIGREE     	 SAMPSTAT     	 SOURCE       	 KERNELS      	 NOTES        	 FLAG         
RIMMA0789	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.3812	NA	NA	Sta. Maria Temaxcalapa	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0790	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.3367	NA	NA	San Cristobal Lachirioag	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0791	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.31	NA	NA	San Francisco Yateé	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0792	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2938	NA	NA	San Andres Yaá	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0793	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2939	NA	NA	San miguel de Metepec	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0794	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2248	NA	NA	Santa Maria Tiltepec	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0795	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2305	NA	NA	San Jose Chinantequilla	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0796	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2803	NA	NA	Amatepec	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0797	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.3007	NA	NA	Tepitongo	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0798	Zea	mays subsp. mays	NA	NA	NA	NA	NA	17.2472	NA	NA	Moctum	NA	NA	Bennett	NA	Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.	NA
RIMMA0799	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHG39         Pioneer Hi-Bred International     Maize Amargo/Stiff Stalk Synthetic; B37/B14 type \ 	NA
RIMMA0800	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	LH82            Holden Foundation Seeds          Pioneer Hybrid 3358\ 	NA
RIMMA0801	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHG35         Pioneer Hi-Bred International     Oh07-Midland/Iodent\ 	NA
RIMMA0802	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	LH123          Holden Foundation Seeds          Pioneer Hybrid 3535\ 	NA
RIMMA0803	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHJ40          Pioneer Hi-Bred International     Stiff Stalk Synthetic\ 	NA
RIMMA0804	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHG84         Pioneer Hi-Bred International     Oh07-Midland/PH848\ 	NA
RIMMA0805	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHG47         Pioneer Hi-Bred International     Oh43\ 	NA
RIMMA0806	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	LH1              Holden Foundation Seeds          Stiff Stalk Synthetic; B37 type\ 	NA
RIMMA0807	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PHZ51         Pioneer Hi-Bred International      Oh07-Midland/PH848  \ 	NA
RIMMA0808	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	B73              None (Public)                              Stiff Stalk Synthetic\ 	NA
RIMMA0809	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	Mo17            None (Public)                              Lancaster\ 	NA
RIMMA0810	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	Mumm	NA	PH207          Pioneer Hi-Bred International     Iodent	NA
RIMMA0811	Zea	mays subsp. mays	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	Mutant	Velasco	NA	Tunicate mutant from Plant Sciences field day.  Red glumes.	NA
RIMMA0812	Zea	mays subsp. mays	Ames	8399	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0813	Zea	mays subsp. mays	Ames	10248	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0814	Zea	mays subsp. mays	Ames	12729	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0815	Zea	mays subsp. mays	Ames	12731	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0816	Zea	mays subsp. mays	Ames	12732	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0817	Zea	mays subsp. mays	Ames	12734	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0818	Zea	mays subsp. mays	Ames	12735	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0819	Zea	mays subsp. mays	Ames	18999	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0820	Zea	mays subsp. mays	Ames	19000	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0821	Zea	mays subsp. mays	Ames	19314	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0822	Zea	mays subsp. mays	Ames	19316	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0823	Zea	mays subsp. mays	Ames 	19328	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0824	Zea	mays subsp. mays	Ames	22440	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0825	Zea	mays subsp. mays	Ames	22763	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0826	Zea	mays subsp. mays	Ames	23405	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0827	Zea	mays subsp. mays	Ames 	23503	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0828	Zea	mays subsp. mays	Ames	24575	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0829	Zea	mays subsp. mays	Ames	24576	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0830	Zea	mays subsp. mays	Ames	24577	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0831	Zea	mays subsp. mays	Ames	24989	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0832	Zea	mays subsp. mays	Ames	27038	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0833	Zea	mays subsp. mays	Ames	27050	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0834	Zea	mays subsp. mays	Ames	27064	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0835	Zea	mays subsp. mays	Ames	27065	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0836	Zea	mays subsp. mays	Ames	27068	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0837	Zea	mays subsp. mays	Ames	27069	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0838	Zea	mays subsp. mays	Ames	27071	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0839	Zea	mays subsp. mays	Ames	27072	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0840	Zea	mays subsp. mays	Ames	27074	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0841	Zea	mays subsp. mays	Ames	27076	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0842	Zea	mays subsp. mays	Ames	27078	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0843	Zea	mays subsp. mays	Ames	27079	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0844	Zea	mays subsp. mays	Ames	27080	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0845	Zea	mays subsp. mays	Ames	27082	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0846	Zea	mays subsp. mays	Ames	27083	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0847	Zea	mays subsp. mays	Ames	27084	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0848	Zea	mays subsp. mays	Ames	27085	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0849	Zea	mays subsp. mays	Ames	27086	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0850	Zea	mays subsp. mays	Ames	27087	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0851	Zea	mays subsp. mays	Ames	27089	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0852	Zea	mays subsp. mays	Ames	27090	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0853	Zea	mays subsp. mays	Ames	27091	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0854	Zea	mays subsp. mays	Ames 	27092	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0855	Zea	mays subsp. mays	Ames	27093	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0856	Zea	mays subsp. mays	Ames	27094	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0857	Zea	mays subsp. mays	Ames	27095	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0858	Zea	mays subsp. mays	Ames	27097	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0859	Zea	mays subsp. mays	Ames	27098	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0860	Zea	mays subsp. mays	Ames	27099	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0861	Zea	mays subsp. mays	Ames	27100	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0862	Zea	mays subsp. mays	Ames	27102	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0863	Zea	mays subsp. mays	Ames	27106	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0864	Zea	mays subsp. mays	Ames	27107	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0865	Zea	mays subsp. mays	Ames	27108	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0866	Zea	mays subsp. mays	Ames	27110	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0867	Zea	mays subsp. mays	Ames	27111	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0868	Zea	mays subsp. mays	Ames	27112	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0869	Zea	mays subsp. mays	Ames	27113	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0870	Zea	mays subsp. mays	Ames	27114	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0871	Zea	mays subsp. mays	Ames	27115	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0872	Zea	mays subsp. mays	Ames	27116	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0873	Zea	mays subsp. mays	Ames	27117	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0874	Zea	mays subsp. mays	Ames	27119	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0875	Zea	mays subsp. mays	Ames	27120	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0876	Zea	mays subsp. mays	Ames	27125	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0877	Zea	mays subsp. mays	Ames	27126	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0878	Zea	mays subsp. mays	Ames	27129	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0879	Zea	mays subsp. mays	Ames	27132	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0880	Zea	mays subsp. mays	Ames	27135	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0881	Zea	mays subsp. mays	Ames	27138	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0882	Zea	mays subsp. mays	Ames	27140	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0883	Zea	mays subsp. mays	Ames	27141	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0884	Zea	mays subsp. mays	Ames	27143	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0885	Zea	mays subsp. mays	Ames	27144	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0886	Zea	mays subsp. mays	Ames	27145	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0887	Zea	mays subsp. mays	Ames	27146	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0888	Zea	mays subsp. mays	Ames	27147	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0889	Zea	mays subsp. mays	Ames	27148	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0890	Zea	mays subsp. mays	Ames	27149	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0891	Zea	mays subsp. mays	Ames	27151	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0892	Zea	mays subsp. mays	Ames	27153	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0893	Zea	mays subsp. mays	Ames	27155	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0894	Zea	mays subsp. mays	Ames	27156	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0895	Zea	mays subsp. mays	Ames	27158	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0896	Zea	mays subsp. mays	Ames	27159	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0897	Zea	mays subsp. mays	Ames	27160	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0898	Zea	mays subsp. mays	Ames	27164	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0899	Zea	mays subsp. mays	Ames	27165	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0900	Zea	mays subsp. mays	Ames	27166	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0901	Zea	mays subsp. mays	Ames	27167	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0902	Zea	mays subsp. mays	Ames	27168	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0903	Zea	mays subsp. mays	Ames	27169	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0904	Zea	mays subsp. mays	Ames	27170	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0905	Zea	mays subsp. mays	Ames	27172	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0906	Zea	mays subsp. mays	Ames	27173	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0907	Zea	mays subsp. mays	Ames	27174	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0908	Zea	mays subsp. mays	Ames	27176	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0909	Zea	mays subsp. mays	Ames	27177	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0910	Zea	mays subsp. mays	Ames	27178	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0911	Zea	mays subsp. mays	Ames	27179	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0912	Zea	mays subsp. mays	Ames	27180	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0913	Zea	mays subsp. mays	Ames	27183	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0914	Zea	mays subsp. mays	Ames	27185	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0915	Zea	mays subsp. mays	Ames	27188	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0916	Zea	mays subsp. mays	Ames	27189	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0917	Zea	mays subsp. mays	Ames	27190	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0918	Zea	mays subsp. mays	Ames	27191	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0919	Zea	mays subsp. mays	Ames	27192	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0920	Zea	mays subsp. mays	Ames	27196	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0921	Zea	mays subsp. mays	Ames	27258	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0922	Zea	mays subsp. mays	Ames	27259	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0923	Zea	mays subsp. mays	Ames	27260	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0924	Zea	mays subsp. mays	Ames	27261	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0925	Zea	mays subsp. mays	Ames	28185	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0926	Zea	mays subsp. mays	Ames	28291	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0927	Zea	mays subsp. mays	Ames	28364	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0928	Zea	mays subsp. mays	Ames	28365	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0929	Zea	mays subsp. mays	Ames	28366	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0930	Zea	mays subsp. mays	Ames	28939	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0931	Zea	mays subsp. mays	Ames	31534	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0932	Zea	mays subsp. mays	NSL	22893	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0933	Zea	mays subsp. mays	NSL	22894	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0934	Zea	mays subsp. mays	NSL	53083	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0935	Zea	mays subsp. mays	NSL	53094	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0936	Zea	mays subsp. mays	NSL	75979	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0937	Zea	mays subsp. mays	NSL	242484	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0938	Zea	mays subsp. mays	PI	257507	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	F7	NA
RIMMA0939	Zea	mays subsp. mays	PI	506247	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0940	Zea	mays subsp. mays	PI	506248	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0941	Zea	mays subsp. mays	PI	506253	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0942	Zea	mays subsp. mays	PI	506255	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0943	Zea	mays subsp. mays	PI	517974	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0944	Zea	mays subsp. mays	PI	520774	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0945	Zea	mays subsp. mays	PI	524969	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0946	Zea	mays subsp. mays	PI	531084	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0947	Zea	mays subsp. mays	PI	531085	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NC262	NA
RIMMA0948	Zea	mays subsp. mays	PI	540745	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0949	Zea	mays subsp. mays	PI	540747	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0950	Zea	mays subsp. mays	PI	550522	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0951	Zea	mays subsp. mays	PI	550555	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0952	Zea	mays subsp. mays	PI	550558	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0953	Zea	mays subsp. mays	PI	550566	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0954	Zea	mays subsp. mays	PI	573098	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0955	Zea	mays subsp. mays	PI	583350	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0956	Zea	mays subsp. mays	PI	583351	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0957	Zea	mays subsp. mays	PI	583352	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0958	Zea	mays subsp. mays	PI	587127	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0959	Zea	mays subsp. mays	PI	587130	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0960	Zea	mays subsp. mays	PI	587132	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	Sg 1533	NA
RIMMA0961	Zea	mays subsp. mays	PI	587135	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0962	Zea	mays subsp. mays	PI	587142	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0963	Zea	mays subsp. mays	PI	587143	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	A682	NA
RIMMA0964	Zea	mays subsp. mays	PI	587144	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0965	Zea	mays subsp. mays	PI	587151	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0966	Zea	mays subsp. mays	PI	592734	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0967	Zea	mays subsp. mays	PI	594046	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0968	Zea	mays subsp. mays	PI	594047	NA	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
